Database	ID	Name	Category	Genes	Metabolites	Associated_Metabolite_Sets
SMPDB	SMP0000023	Steroid Biosynthesis	Metabolic	ACAT2;HMGCS1;MVK;PMVK;MVD;IDI1;FDPS;GGPS1;FDFT1;SQLE;LSS;DHCR24;CYP51A1;TM7SF2;MSMO1;NSDHL;HSD17B7;EBP;SC5DL;HMGCR;SOAT1;LIPA	HMDB0001206;HMDB0001484;HMDB0001423;HMDB0002111;HMDB0001375;HMDB0000227;HMDB0000538;HMDB0001343;HMDB0001341;HMDB0001090;HMDB0001429;HMDB0001347;HMDB0001967;HMDB0001120;HMDB0000547;HMDB0001285;HMDB0000250;HMDB0000961;HMDB0000221;HMDB0000256;HMDB0000217;HMDB0001377;HMDB0001188;HMDB0001248;HMDB0001251;HMDB0006839;HMDB0001023;HMDB0000142;HMDB0003178;HMDB0001286;HMDB0006840;HMDB0006927;HMDB0015531;HMDB0006838;HMDB0001217;HMDB0006271;HMDB0006842;HMDB0006841;HMDB0001170;HMDB0003896;HMDB0000032;HMDB0000067;HMDB0002719;HMDB0000876;HMDB0002027;HMDB0061373;HMDB0061374	
SMPDB	SMP0000032	"Valine, Leucine, and Isoleucine Degradation"	Metabolic	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000050	Purine Metabolism	Metabolic	NUDT2;NME6;ENTPD5;ENTPD8;GUK1;NT5C2;DGUOK;APRT;PNP;HPRT1;GDA;NUDT5;PRPS1L1;PPAT;GART;PFAS;PAICS;ADSL;ATIC;ITPA;GMPS;IMPDH1;GMPR;XDH;ADSS;AMPD1;ADA;AK1;ATAD1;PDE4D;ADCY10;GUCY1A2;GUCY1B3;PDE10A;TXN;RRM1;RRM2	HMDB0001340;HMDB0002111;HMDB0001273;HMDB0001397;HMDB0001201;HMDB0000538;HMDB0001341;HMDB0000547;HMDB0001429;HMDB0000464;HMDB0000960;HMDB0001440;HMDB0001044;HMDB0000085;HMDB0000250;HMDB0000132;HMDB0000280;HMDB0000133;HMDB0002142;HMDB0001489;HMDB0001351;HMDB0000292;HMDB0000051;HMDB0001303;HMDB0001178;HMDB0000045;HMDB0001548;HMDB0001128;HMDB0000148;HMDB0000641;HMDB0000123;HMDB0002022;HMDB0000972;HMDB0001846;HMDB0001308;HMDB0000999;HMDB0001235;HMDB0006273;HMDB0001967;HMDB0000191;HMDB0000797;HMDB0000134;HMDB0001517;HMDB0001439;HMDB0000175;HMDB0001554;HMDB0000902;HMDB0001487;HMDB0000586;HMDB0000217;HMDB0000221;HMDB0000299;HMDB0000195;HMDB0000157;HMDB0001377;HMDB0003125;HMDB0001248;HMDB0000289;HMDB0000071;HMDB0000536;HMDB0000050;HMDB0000034;HMDB0000101;HMDB0000058;HMDB0001508;HMDB0000905;HMDB0001532;HMDB0011629;HMDB0003178;HMDB0003335;HMDB0000189;HMDB0003192;HMDB0061376;HMDB0012943	
SMPDB	SMP0000017	Vitamin B6 Metabolism	Metabolic	ALPL;PNPO;AOX1;PDXK;PDXP	HMDB0001491;HMDB0002111;HMDB0001545;HMDB0002142;HMDB0001431;HMDB0001377;HMDB0000051;HMDB0003125;HMDB0001520;HMDB0000239;HMDB0000017;HMDB0001248;HMDB0002206;HMDB0006954;HMDB0006955;HMDB0003344;HMDB0001319;HMDB0015532;HMDB0001555;HMDB0000547	
SMPDB	SMP0000060	Pyruvate Metabolism	Metabolic	PC;LDHAL6A;PKLR;PCK1;MDH1;ME2;LDHD;HAGH;GLO1;GRHPR;AKR1B1;ME1;DLD;DLAT;ACACA;ACAT1;ACOT12;ACYP1;ALDH2;ACSS2;PDHA1;PDHB	HMDB0000538;HMDB0000243;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000190;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000263;HMDB0000547;HMDB0000586;HMDB0001273;HMDB0001201;HMDB0001967;HMDB0000156;HMDB0001311;HMDB0001248;HMDB0001066;HMDB0002111;HMDB0000125;HMDB0001303;HMDB0001167;HMDB0006458;HMDB0003052;HMDB0001362;HMDB0001881;HMDB0000217;HMDB0000221;HMDB0000962;HMDB0006878;HMDB0000985;HMDB0001423;HMDB0001206;HMDB0002142;HMDB0001175;HMDB0001484;HMDB0000042;HMDB0001494;HMDB0000990;HMDB0006880;HMDB0000250;HMDB0000045;HMDB0001372	
SMPDB	SMP0000031	Pentose Phosphate Pathway	Metabolic	G6PD;PGLS;PGD;RPIA;RBKS;PGM1;PRPS1L1;RPE;TKT;TALDO1;ALDOA;FBP1;PFKL;DERA;GPI	HMDB0003498;HMDB0000217;HMDB0000150;HMDB0000221;HMDB0002111;HMDB0001316;HMDB0000618;HMDB0001967;HMDB0001548;HMDB0000283;HMDB0000538;HMDB0001341;HMDB0001489;HMDB0000547;HMDB0000280;HMDB0000045;HMDB0000868;HMDB0000692;HMDB0001112;HMDB0001068;HMDB0001321;HMDB0000124;HMDB0001058;HMDB0001473;HMDB0001429;HMDB0000990;HMDB0001031;HMDB0001351;HMDB0001401	
SMPDB	SMP0000033	Methionine Metabolism	Metabolic	SHMT1;MTHFR;MTR;CTH;CBS;BHMT;DNMT1;AMD1;SRM;MTAP;AHCY;IL4I1;MARS;MTFMT;MAT2A;MAT2B;CHDH;MSRB3;MSRB2	HMDB0001846;HMDB0000187;HMDB0001533;HMDB0000123;HMDB0002111;HMDB0001491;HMDB0001487;HMDB0001396;HMDB0000902;HMDB0001248;HMDB0000742;HMDB0000696;HMDB0001303;HMDB0000719;HMDB0000099;HMDB0000574;HMDB0000005;HMDB0001185;HMDB0000939;HMDB0000271;HMDB0000988;HMDB0001967;HMDB0001414;HMDB0001173;HMDB0001257;HMDB0001429;HMDB0000963;HMDB0000050;HMDB0000097;HMDB0000043;HMDB0000092;HMDB0001377;HMDB0001553;HMDB0000051;HMDB0003125;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0000972;HMDB0002005;HMDB0000547;HMDB0000586;HMDB0015532	
SMPDB	SMP0000352	Primary Hyperoxaluria Type I	Disease	AARS;GPT;PC;AGXT;AARS2	HMDB0000538;HMDB0000161;HMDB0000045;HMDB0000250;HMDB0001303;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000119;HMDB0000123	
SMPDB	SMP0000350	Pyruvate Carboxylase Deficiency	Disease	AARS;GPT;PC;AGXT;AARS2	HMDB0000538;HMDB0000161;HMDB0000045;HMDB0000250;HMDB0001303;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000119;HMDB0000123	
SMPDB	SMP0000356	17-beta Hydroxysteroid Dehydrogenase III Deficiency	Disease	SULT1E1;CYP19A1;HSD17B1;UGT2B11;CYP17A1;HSD3B1;SULT2B1;HSD17B3;AKR1D1;SRD5A1;UGT2B17;STS	HMDB0000145;HMDB0001134;HMDB0001425;HMDB0000061;HMDB0006768;HMDB0001377;HMDB0000142;HMDB0002111;HMDB0003178;HMDB0000151;HMDB0000217;HMDB0000221;HMDB0003959;HMDB0003955;HMDB0006769;HMDB0000935;HMDB0006224;HMDB0000295;HMDB0000053;HMDB0000374;HMDB0000363;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000077;HMDB0001032;HMDB0000234;HMDB0006770;HMDB0002961;HMDB0003193;HMDB0001448;HMDB0000464	
SMPDB	SMP0000173	beta-Ketothiolase Deficiency	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000137	2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000236	Propionic Acidemia	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000138	3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000199	Maple Syrup Urine Disease	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000237	3-Methylcrotonyl-CoA Carboxylase Deficiency Type I	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000139	3-Methylglutaconic Aciduria Type I	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000140	3-Methylglutaconic Aciduria Type III	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000384	Methylmalonate Semialdehyde Dehydrogenase Deficiency	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000200	Methylmalonic Aciduria	Disease	BCKDHB;BCKDHA;DLD;HMGCL;BCAT1;DBT;IVD;ACADM;ECHS1;MCCC1;MCCC2;ACADS;ACADSB;ACAD8;HIBCH;HIBADH;ABAT;HSD17B10;ACAA2;ALDH6A1;PCCA;PCCB;MCEE;MUT;AOX1;ALDH2;AUH;HMGCS2;ACAT1;OXCT1	HMDB0000687;HMDB0000695;HMDB0006865;HMDB0000962;HMDB0006867;HMDB0001372;HMDB0001113;HMDB0000985;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001248;HMDB0001493;HMDB0001057;HMDB0001375;HMDB0001206;HMDB0000060;HMDB0001484;HMDB0000883;HMDB0000019;HMDB0006866;HMDB0006868;HMDB0001243;HMDB0001011;HMDB0001052;HMDB0000023;HMDB0002217;HMDB0000202;HMDB0001275;HMDB0000172;HMDB0000491;HMDB0006869;HMDB0001041;HMDB0002054;HMDB0001356;HMDB0001157;HMDB0000208;HMDB0000148;HMDB0001545;HMDB0001967;HMDB0001491;HMDB0001423;HMDB0013617;HMDB0006870;HMDB0002111;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0002166;HMDB0002310;HMDB0001429;HMDB0002255;HMDB0001022;HMDB0002086;HMDB0001377;HMDB0003125;HMDB0002206;HMDB0061344;HMDB0000254	
SMPDB	SMP0000243	4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency	Disease	PIG59;GLS2;GFPT1;GNPNAT1;NAGK;CAD;CPS1;PPAT;GMPS;NADSYN1;ALDH4A1;GPT;GLUD1;GOT2;EARS2;GCLC;GCLM;GSS;GSR;GAD1;ABAT;ALDH5A1;QARS	HMDB0000538;HMDB0000148;HMDB0000051;HMDB0001341;HMDB0001429;HMDB0000641;HMDB0000030;HMDB0000547;HMDB0002111;HMDB0000124;HMDB0001254;HMDB0001206;HMDB0001062;HMDB0001423;HMDB0001178;HMDB0003362;HMDB0003538;HMDB0002142;HMDB0001096;HMDB0001303;HMDB0001967;HMDB0001128;HMDB0000250;HMDB0000280;HMDB0061380;HMDB0001554;HMDB0000045;HMDB0001397;HMDB0001179;HMDB0000902;HMDB0001301;HMDB0001487;HMDB0000161;HMDB0000208;HMDB0000243;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0000574;HMDB0001049;HMDB0000123;HMDB0000125;HMDB0003337;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0000112;HMDB0001259;HMDB0000254;HMDB0059597	
SMPDB	SMP0000385	Homocarnosinosis	Disease	PIG59;GLS2;GFPT1;GNPNAT1;NAGK;CAD;CPS1;PPAT;GMPS;NADSYN1;ALDH4A1;GPT;GLUD1;GOT2;EARS2;GCLC;GCLM;GSS;GSR;GAD1;ABAT;ALDH5A1;QARS	HMDB0000538;HMDB0000148;HMDB0000051;HMDB0001341;HMDB0001429;HMDB0000641;HMDB0000030;HMDB0000547;HMDB0002111;HMDB0000124;HMDB0001254;HMDB0001206;HMDB0001062;HMDB0001423;HMDB0001178;HMDB0003362;HMDB0003538;HMDB0002142;HMDB0001096;HMDB0001303;HMDB0001967;HMDB0001128;HMDB0000250;HMDB0000280;HMDB0061380;HMDB0001554;HMDB0000045;HMDB0001397;HMDB0001179;HMDB0000902;HMDB0001301;HMDB0001487;HMDB0000161;HMDB0000208;HMDB0000243;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0000574;HMDB0001049;HMDB0000123;HMDB0000125;HMDB0003337;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0000112;HMDB0001259;HMDB0000254;HMDB0059597	
SMPDB	SMP0000339	Hyperinsulinism-Hyperammonemia Syndrome	Disease	PIG59;GLS2;GFPT1;GNPNAT1;NAGK;CAD;CPS1;PPAT;GMPS;NADSYN1;ALDH4A1;GPT;GLUD1;GOT2;EARS2;GCLC;GCLM;GSS;GSR;GAD1;ABAT;ALDH5A1;QARS	HMDB0000538;HMDB0000148;HMDB0000051;HMDB0001341;HMDB0001429;HMDB0000641;HMDB0000030;HMDB0000547;HMDB0002111;HMDB0000124;HMDB0001254;HMDB0001206;HMDB0001062;HMDB0001423;HMDB0001178;HMDB0003362;HMDB0003538;HMDB0002142;HMDB0001096;HMDB0001303;HMDB0001967;HMDB0001128;HMDB0000250;HMDB0000280;HMDB0061380;HMDB0001554;HMDB0000045;HMDB0001397;HMDB0001179;HMDB0000902;HMDB0001301;HMDB0001487;HMDB0000161;HMDB0000208;HMDB0000243;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0000574;HMDB0001049;HMDB0000123;HMDB0000125;HMDB0003337;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0000112;HMDB0001259;HMDB0000254;HMDB0059597	
SMPDB	SMP0000337	Glutathione Synthetase Deficiency	Disease	GSS;GPX1;GSR;GSTO2;GGT6;ANPEP;CASP7;GCLC;GCLM;OPLAH;GGCT	HMDB0000125;HMDB0000267;HMDB0000148;HMDB0000574;HMDB0001049;HMDB0000538;HMDB0000123;HMDB0001341;HMDB0002142;HMDB0003125;HMDB0003337;HMDB0002111;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0031524;HMDB0061365;HMDB0061366;HMDB0061367;HMDB0061368;HMDB0001303;HMDB0015532;HMDB0061370;HMDB0061369;HMDB0000078	
SMPDB	SMP0000143	5-Oxoprolinuria	Disease	GSS;GPX1;GSR;GSTO2;GGT6;ANPEP;CASP7;GCLC;GCLM;OPLAH;GGCT	HMDB0000125;HMDB0000267;HMDB0000148;HMDB0000574;HMDB0001049;HMDB0000538;HMDB0000123;HMDB0001341;HMDB0002142;HMDB0003125;HMDB0003337;HMDB0002111;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0031524;HMDB0061365;HMDB0061366;HMDB0061367;HMDB0061368;HMDB0001303;HMDB0015532;HMDB0061370;HMDB0061369;HMDB0000078	
